gene_symbol	ensembl_id	ensembl_id_clean	gene_name	logFC	logCPM	LR	PValue	FDR
BAZ1B	ENSG00000009954.10	ENSG00000009954	BAZ1B	8.95317118373609	6.75850913546225	36.5393664886146	1.49613916962159e-09	1.37729490727995e-07
PIK3C2A	ENSG00000011405.13	ENSG00000011405	PIK3C2A	4.69924508000853	6.78768007397287	12.9459186384269	0.00032061972729369	0.00271743942554043
ERCC1	ENSG00000012061.15	ENSG00000012061	ERCC1	-3.83023807689934	9.10400167211816	6.4394285801153	0.0111614544019578	0.0445636137701737
ELOVL5	ENSG00000012660.13	ENSG00000012660	ELOVL5	5.0305733439869	6.14803930714326	19.0583359233948	1.26782752977361e-05	0.000176735157650442
KDM5D	ENSG00000012817.15	ENSG00000012817	KDM5D	-7.18742481924588	3.65829105297815	12.4336811527592	0.000421659971678325	0.00335061726680545
MAP4K5	ENSG00000012983.11	ENSG00000012983	MAP4K5	5.77636709594913	5.94619409171379	21.5046837765896	3.52965507153727e-06	6.08522512156549e-05
RALBP1	ENSG00000017797.11	ENSG00000017797	RALBP1	3.08005218200978	6.19494257463626	7.16250184650715	0.00744432932024001	0.0329590587599374
WWTR1	ENSG00000018408.14	ENSG00000018408	WWTR1	7.41834779921806	6.00585877290612	32.6345706531021	1.11218816182732e-08	5.67706225310508e-07
CD74	ENSG00000019582.14	ENSG00000019582	CD74	6.01152995198705	9.60828127833786	15.8468522400347	6.86806867055657e-05	0.00073971980228798
MRE11A	ENSG00000020922.12	ENSG00000020922	MRE11A	9.6812679392194	5.63139400502937	34.3735600002636	4.54860687870744e-09	2.84521191810431e-07
AQR	ENSG00000021776.10	ENSG00000021776	AQR	4.11880025730136	6.24833225122115	13.4655969334123	0.000242977846576302	0.00217920756148121
BIRC3	ENSG00000023445.13	ENSG00000023445	BIRC3	7.20770065853615	5.88101586568136	27.8455055866577	1.3139894666906e-07	3.64258784544513e-06
AKAP11	ENSG00000023516.8	ENSG00000023516	AKAP11	2.96615326110118	6.20714552592129	6.95702921707188	0.00834905491290729	0.0359034219071101
STRAP	ENSG00000023734.10	ENSG00000023734	STRAP	3.81185691464466	6.24709531035961	10.0245230255595	0.00154469672538188	0.00969958214046099
SEC63	ENSG00000025796.13	ENSG00000025796	SEC63	2.87941053663421	6.30669765684307	7.39311631234264	0.00654739544799073	0.030010918363062
KPNA6	ENSG00000025800.13	ENSG00000025800	KPNA6	6.79112694829823	6.35969364860221	25.8562392085171	3.67813866832887e-07	8.54554217275075e-06
VIM	ENSG00000026025.14	ENSG00000026025	VIM	4.29759122343177	7.98324407839084	11.4356451197766	0.000720484553357439	0.00515431691470813
FAS	ENSG00000026103.20	ENSG00000026103	FAS	9.88264108935061	5.82305183993683	36.4190537176857	1.59139870872884e-09	1.40998114704153e-07
CD44	ENSG00000026508.16	ENSG00000026508	CD44	4.77316740661461	8.36369122224963	13.7659899659079	0.000207050830080551	0.00190964272204728
VRK2	ENSG00000028116.16	ENSG00000028116	VRK2	-5.07222985754055	9.54047399606984	6.35017519158215	0.0117369706619326	0.0462557995634647
VEZT	ENSG00000028203.17	ENSG00000028203	VEZT	3.36899855510251	6.14122796158734	7.48039120643111	0.00623745180842509	0.0290664062782292
BCLAF1	ENSG00000029363.15	ENSG00000029363	BCLAF1	6.35205877396557	7.10991843182089	23.6455710025196	1.15812147812754e-06	2.40445731565287e-05
GAB2	ENSG00000033327.12	ENSG00000033327	GAB2	2.87130352105878	6.09134344620373	8.58170190154667	0.00339557850728163	0.0181258506969662
SLC4A7	ENSG00000033867.16	ENSG00000033867	SLC4A7	4.04756015951276	6.76171336940964	9.86845878168484	0.00168136293520933	0.0104368572021455
TMSB10	ENSG00000034510.5	ENSG00000034510	TMSB10	5.15612909502299	6.14915945991031	17.6356722195754	2.67523038700971e-05	0.000339907527557822
GABARAPL2	ENSG00000034713.7	ENSG00000034713	GABARAPL2	4.35432856969522	5.68382804482628	12.7258211057767	0.000360641481378924	0.00296223869974372
DAPK2	ENSG00000035664.11	ENSG00000035664	DAPK2	3.91023907134127	5.73038293308051	9.40161118939574	0.00216794846116203	0.0128211158084964
ADSS	ENSG00000035687.9	ENSG00000035687	ADSS	-6.6854904022772	12.3331044951275	8.45732049549861	0.00363577084310384	0.0190085072621432
TIMP2	ENSG00000035862.12	ENSG00000035862	TIMP2	4.95275082188629	7.41062072214902	14.8717833530121	0.00011507143376948	0.00114578270481896
BOD1L1	ENSG00000038219.12	ENSG00000038219	BOD1L1	3.18931610543432	7.28108213604129	7.9598409116427	0.00478266177140725	0.0232880307212534
VCAN	ENSG00000038427.15	ENSG00000038427	VCAN	4.56188220966909	8.49021488775293	11.8556536879997	0.000574865533304342	0.00430840082487232
RAI14	ENSG00000039560.13	ENSG00000039560	RAI14	3.37408090165139	6.51035449212112	7.51474455142154	0.00611959633340339	0.0285717803929906
HSPA5	ENSG00000044574.7	ENSG00000044574	HSPA5	3.70104050192929	6.50804875504541	9.28516524111932	0.0023101708135229	0.0134985908972194
TPR	ENSG00000047410.13	ENSG00000047410	TPR	4.63389460837072	7.81579585105721	12.4734244114063	0.000412782675479551	0.00329079521840642
FAM120A	ENSG00000048828.16	ENSG00000048828	FAM120A	6.6559841925152	6.27834059627044	26.6427048113909	2.44773247439586e-07	6.09310548090684e-06
LIMA1	ENSG00000050405.13	ENSG00000050405	LIMA1	9.76140034541295	5.70755048216629	33.8702328447971	5.8913214932892e-09	3.42187590068548e-07
HERPUD1	ENSG00000051108.14	ENSG00000051108	HERPUD1	4.71691299732071	5.61193036026579	14.5522951903542	0.000136322488137703	0.00130928625910208
TTC17	ENSG00000052841.14	ENSG00000052841	TTC17	3.68259163522242	6.22409838694289	9.10543779278471	0.00254850712807485	0.0145940918754427
FOXN3	ENSG00000053254.15	ENSG00000053254	FOXN3	3.24687108590478	6.85966831564318	7.24562671953127	0.00710739028204963	0.0319015245502485
THRAP3	ENSG00000054118.13	ENSG00000054118	THRAP3	4.00366713300004	6.33734383892964	10.6075508571928	0.00112626771631975	0.00756083990176065
ARID4B	ENSG00000054267.20	ENSG00000054267	ARID4B	3.59008386145702	7.23288056303417	8.45482843726842	0.00364075590607448	0.0190085072621432
FOXC1	ENSG00000054598.6	ENSG00000054598	FOXC1	10.5703451405071	6.48457162477306	36.7297596243626	1.35692134342032e-09	1.29812141853878e-07
NOP58	ENSG00000055044.10	ENSG00000055044	NOP58	10.8770041965312	6.78258788487704	42.5323852885021	6.95215450321819e-11	2.52548498592861e-08
PUM2	ENSG00000055917.15	ENSG00000055917	PUM2	3.3273775295664	6.52282480495374	9.3451155566871	0.00223580555157647	0.0131427654049899
ZFR	ENSG00000056097.15	ENSG00000056097	ZFR	3.61025591100675	6.58526827706111	8.56668834513786	0.00342369333647382	0.0182360259701482
ATP11B	ENSG00000058063.15	ENSG00000058063	ATP11B	5.12758954528012	6.04492661561341	16.603839243293	4.60576926220363e-05	0.00053124227494779
PPP1R12A	ENSG00000058272.16	ENSG00000058272	PPP1R12A	5.63947310293966	7.19407770983165	22.5800264064816	2.01569341816642e-06	3.84162819813826e-05
ZC3H11A	ENSG00000058673.15	ENSG00000058673	ZC3H11A	5.82293335321954	6.51419295494379	19.5568100617958	9.76520124304213e-06	0.000143728365681852
TARBP1	ENSG00000059588.9	ENSG00000059588	TARBP1	8.1290371041094	5.80427430616569	30.6384266342558	3.10875399501946e-08	1.28539074082203e-06
CDK17	ENSG00000059758.7	ENSG00000059758	CDK17	3.59417626418808	5.25890748364866	6.28856544561805	0.01215193678922	0.0472424697964977
WNK1	ENSG00000060237.16	ENSG00000060237	WNK1	4.69582990110536	9.0564506661312	12.737934260429	0.000358313230538756	0.00294807799628767
CCAR1	ENSG00000060339.13	ENSG00000060339	CCAR1	7.06775036686265	6.59936130605023	28.7343702413414	8.30172148617067e-08	2.56355057791308e-06
COL11A1	ENSG00000060718.19	ENSG00000060718	COL11A1	4.68232503876549	6.02218431601646	12.2202201520754	0.000472743522575096	0.00366948144608705
HDAC7	ENSG00000061273.17	ENSG00000061273	HDAC7	4.30886700937765	6.25569584365314	11.9521950100443	0.000545830385643977	0.00413525846515056
MON2	ENSG00000061987.14	ENSG00000061987	MON2	4.16097823163891	6.56494522948759	12.0216520527916	0.000525860708849476	0.00401513990371924
CS	ENSG00000062485.18	ENSG00000062485	CS	7.07366232568801	6.09366223015381	28.979380196064	7.3152838364135e-08	2.31761492453646e-06
VMP1	ENSG00000062716.11	ENSG00000062716	VMP1	6.10104535240084	8.04129676931037	22.6189928819115	1.97522296811651e-06	3.77925994566293e-05
EIF4B	ENSG00000063046.17	ENSG00000063046	EIF4B	3.97480678697145	7.09273136994461	10.1968455740439	0.00140681092569989	0.00900765158331987
ZNF275	ENSG00000063587.13	ENSG00000063587	ZNF275	-6.63806685580736	12.0135076860878	8.03791016345357	0.00458083553649489	0.0225984798610299
TAF2	ENSG00000064313.11	ENSG00000064313	TAF2	4.14114092677621	6.03514140990301	11.346478114646	0.000755911820992486	0.00536427083598746
ABCA7	ENSG00000064687.12	ENSG00000064687	ABCA7	-6.79482767028042	11.9415281476887	8.42658056570918	0.00369775072397501	0.0192133394912397
AP3D1	ENSG00000065000.15	ENSG00000065000	AP3D1	4.58228261807948	7.1051095022348	13.6597861733541	0.000219096448376131	0.00199807770397597
PKN2	ENSG00000065243.19	ENSG00000065243	PKN2	4.55944128768855	6.21180938006812	14.1819484979706	0.000165954997871965	0.00156282313043164
ERBB3	ENSG00000065361.14	ENSG00000065361	ERBB3	8.57015487564413	6.23893142944164	35.4116231090498	2.66889455379633e-09	2.00438065467156e-07
MYLK	ENSG00000065534.18	ENSG00000065534	MYLK	3.98080904925559	6.73935279603185	10.6821260533654	0.00108175663097335	0.00731009778742243
SLK	ENSG00000065613.13	ENSG00000065613	SLK	2.99532286845589	7.02181380206152	6.61325580472468	0.0101222429086076	0.0416060852157511
CDK13	ENSG00000065883.14	ENSG00000065883	CDK13	5.12540999817913	5.9831804333387	18.6262151558087	1.59018781613332e-05	0.000216718613265767
ARFGEF1	ENSG00000066777.8	ENSG00000066777	ARFGEF1	4.40835422614908	7.16800893225515	12.5928505763407	0.000387225110621053	0.00312793264026509
RHOA	ENSG00000067560.10	ENSG00000067560	RHOA	3.117174483003	6.29399554008072	7.14136014451646	0.00753260050950037	0.0332894546067503
ROCK1	ENSG00000067900.7	ENSG00000067900	ROCK1	3.08870378457755	6.70247440664054	6.82161515140306	0.00900610816218143	0.0381099754755275
MEF2A	ENSG00000068305.17	ENSG00000068305	MEF2A	4.35332849625653	6.57776247805985	11.9210308498134	0.000555037586068922	0.00419199440004686
ATP11A	ENSG00000068650.18	ENSG00000068650	ATP11A	5.23779163515141	6.45252496954631	15.806717554758	7.01529964930824e-05	0.000750606293617871
MAST4	ENSG00000069020.18	ENSG00000069020	MAST4	4.30186296502803	6.003214430469	11.7039982726313	0.000623659462979703	0.00459642676718727
NUCKS1	ENSG00000069275.12	ENSG00000069275	NUCKS1	5.20227565172713	7.36224259402372	18.4242742321548	1.76791450535528e-05	0.000237621346325851
ABCC9	ENSG00000069431.11	ENSG00000069431	ABCC9	4.95685331240236	5.0145323580343	10.5275850334541	0.00117605792122905	0.00782808539928586
LRP6	ENSG00000070018.8	ENSG00000070018	LRP6	9.5101758046293	5.47032856858341	29.2147113634347	6.47854395679288e-08	2.15025958946887e-06
NDST1	ENSG00000070614.14	ENSG00000070614	NDST1	8.08689317458354	5.72982953835555	26.3870682867481	2.79404865082185e-07	6.85033335043206e-06
PABPC1	ENSG00000070756.14	ENSG00000070756	PABPC1	7.22123736618289	9.78410566154012	21.333513784819	3.8592531530011e-06	6.53795004635152e-05
EPHA8	ENSG00000070886.11	ENSG00000070886	EPHA8	-5.80710332954945	9.07792929777464	6.81858721503755	0.0090213906937692	0.0381415642936741
NCK2	ENSG00000071051.13	ENSG00000071051	NCK2	3.35323800626421	5.52376356636348	7.04697340979042	0.00793992981321795	0.0345266644908114
WDR1	ENSG00000071127.16	ENSG00000071127	WDR1	5.07557771323476	6.33233282215186	15.9394001820295	6.54029977197297e-05	0.000719890251137758
SNX13	ENSG00000071189.21	ENSG00000071189	SNX13	4.02580501737045	6.14554077488631	12.8298349075777	0.000341135854050881	0.00285489164993868
MBD3	ENSG00000071655.17	ENSG00000071655	MBD3	-6.63751021062282	11.5266373417613	7.54087712055522	0.00603146739361392	0.0282685200897621
CYBRD1	ENSG00000071967.11	ENSG00000071967	CYBRD1	9.68750385419295	5.63747589005529	32.9361162726932	9.52374516955874e-09	5.16292807580857e-07
SREBF1	ENSG00000072310.16	ENSG00000072310	SREBF1	4.86830453210614	5.92200725629214	13.5345212075969	0.000234215127651569	0.00212010316848239
KDM5A	ENSG00000073614.12	ENSG00000073614	KDM5A	3.60070474779181	6.88914738200865	10.5065362644342	0.00118953020791816	0.00787478681741205
MAP3K13	ENSG00000073803.13	ENSG00000073803	MAP3K13	3.44722711311427	5.89111557706141	6.95475758429492	0.00835966255125154	0.0359038675946798
PICALM	ENSG00000073921.17	ENSG00000073921	PICALM	3.86586679691072	6.47916604181171	13.7358273746122	0.000210402381739799	0.00193324523636248
CLASP1	ENSG00000074054.17	ENSG00000074054	CLASP1	3.03232666326155	6.37331623031787	8.11535759917465	0.00438918137728544	0.0218965398157215
NOTCH3	ENSG00000074181.8	ENSG00000074181	NOTCH3	8.26875534844407	6.0100513089992	27.7954329639138	1.34844049875451e-07	3.7169266507166e-06
ATP2A3	ENSG00000074370.17	ENSG00000074370	ATP2A3	3.06308663047803	5.82707973471559	6.41244182015149	0.0113323469406095	0.0452089294548111
HACD3	ENSG00000074696.12	ENSG00000074696	HACD3	4.01599312861142	6.37223391195841	11.2783685284096	0.000784154387411107	0.00553799000855075
ARHGEF10L	ENSG00000074964.16	ENSG00000074964	ARHGEF10L	5.06739842511457	5.04195331543813	10.864240332314	0.000980389584620877	0.00671814716764784
ZNF638	ENSG00000075292.18	ENSG00000075292	ZNF638	6.29594914231787	7.29404272176881	23.8533963289407	1.03958296760219e-06	2.1957252376325e-05
RASAL2	ENSG00000075391.16	ENSG00000075391	RASAL2	3.64968532118101	6.88114465518025	8.1918446985181	0.00420791148193166	0.0212109532364476
FNDC3B	ENSG00000075420.12	ENSG00000075420	FNDC3B	5.04571675042593	8.39478415936406	16.4865843470707	4.89955329660286e-05	0.000559834204546261
FOSL2	ENSG00000075426.11	ENSG00000075426	FOSL2	3.62553374556408	6.51841766437103	9.08656757949599	0.00257493679690551	0.0146594126395589
ACTB	ENSG00000075624.13	ENSG00000075624	ACTB	5.92845711347207	9.68453441418721	17.9847289124055	2.22684252031663e-05	0.000288956506825128
PLD1	ENSG00000075651.15	ENSG00000075651	PLD1	4.18331655343064	5.66838375022075	10.8260767602501	0.00100080474737092	0.00683883244036798
RAB7A	ENSG00000075785.12	ENSG00000075785	RAB7A	5.20288637039497	9.13736399597881	15.891130265903	6.70924103137918e-05	0.000731315398105099
RBMS2	ENSG00000076067.11	ENSG00000076067	RBMS2	3.31503345766393	6.31774203353804	7.4424075674654	0.00637046135995711	0.029489071133995
STXBP2	ENSG00000076944.15	ENSG00000076944	STXBP2	2.81662100890704	5.69505939129349	6.4701857440865	0.0109699066473811	0.0439605314832372
DNAJC10	ENSG00000077232.16	ENSG00000077232	DNAJC10	3.06385055206522	6.62135594904639	6.64542851930596	0.00994105650294372	0.0411382362053169
CAPZB	ENSG00000077549.17	ENSG00000077549	CAPZB	4.31973317163564	6.53438456887708	13.007004324769	0.000310327997918615	0.00266486496924862
MAP2	ENSG00000078018.19	ENSG00000078018	MAP2	-5.05343080500732	10.7427420967975	6.32760322089312	0.0118872861963751	0.0466973183189323
LAMP3	ENSG00000078081.7	ENSG00000078081	LAMP3	8.09443672416066	5.82450800449908	28.7077173749411	8.41676493889343e-08	2.58272931678371e-06
PIK3C3	ENSG00000078142.11	ENSG00000078142	PIK3C3	4.08238721909137	5.75289684173939	10.2727956362632	0.00135006078162535	0.00873600338667117
TULP3	ENSG00000078246.16	ENSG00000078246	TULP3	10.9727893878024	6.87615774277628	42.781272322015	6.12154066023007e-11	2.48891640677188e-08
GNB1	ENSG00000078369.17	ENSG00000078369	GNB1	3.09575497907648	6.07440841230392	7.82195523512976	0.00516153263500506	0.0250080612971099
MLLT10	ENSG00000078403.16	ENSG00000078403	MLLT10	3.20923577983787	6.20087162912573	6.92233369113772	0.00851258152779484	0.0364643417683152
TP73	ENSG00000078900.14	ENSG00000078900	TP73	-6.13657443939041	9.90506109704961	7.17321697444583	0.00739999577239876	0.0328060831434661
XRCC5	ENSG00000079246.15	ENSG00000079246	XRCC5	4.91961156349733	6.28293571362218	16.0954360975631	6.02290098634512e-05	0.000672600440229622
LRRC16A	ENSG00000079691.17	ENSG00000079691	LRRC16A	3.24334575094477	6.05647872265802	7.12691304403342	0.0075935350072238	0.0335283776472805
EPB41L2	ENSG00000079819.17	ENSG00000079819	EPB41L2	3.86180152740481	7.49145720985008	8.66465290728699	0.00324441795043692	0.0175493516409997
RIF1	ENSG00000080345.17	ENSG00000080345	RIF1	3.79732046091587	7.22675837028442	9.52484296572466	0.00202708932792505	0.0121500845589021
CNOT4	ENSG00000080802.18	ENSG00000080802	CNOT4	7.48991429073201	6.51440858438244	32.4853096566236	1.20096929654337e-08	5.97911142636235e-07
HSP90AA1	ENSG00000080824.18	ENSG00000080824	HSP90AA1	3.96433402876575	8.88259916907936	9.08709499966941	0.00257419432465175	0.0146594126395589
MAGI3	ENSG00000081026.18	ENSG00000081026	MAGI3	9.85524892607534	5.79668489997625	35.0213666637113	3.26107209032308e-09	2.28173806419965e-07
FYB	ENSG00000082074.15	ENSG00000082074	FYB	4.78025516440113	6.81324294612602	16.206047279867	5.68124683211968e-05	0.000640157119951777
CCNT2	ENSG00000082258.12	ENSG00000082258	CCNT2	6.09904701030542	6.3274770305225	23.0455084597763	1.58211685956887e-06	3.11255974106312e-05
NFE2L1	ENSG00000082641.15	ENSG00000082641	NFE2L1	3.06798628266491	5.94098203473733	6.32008380402375	0.0119377986954938	0.046782746855674
ERC1	ENSG00000082805.19	ENSG00000082805	ERC1	5.7944278708394	6.700134603357	22.1210296801294	2.55990009813416e-06	4.64303069843738e-05
XPO1	ENSG00000082898.16	ENSG00000082898	XPO1	3.06869811001618	6.90366276023186	8.98462727281346	0.00272260318671892	0.0152860540253183
ZCCHC6	ENSG00000083223.17	ENSG00000083223	ZCCHC6	3.17369218816956	6.44184085595061	9.51161437761355	0.00204175457493958	0.0122229700259266
TNPO1	ENSG00000083312.17	ENSG00000083312	TNPO1	3.04455801906616	6.27501835339228	6.5723095596076	0.0103577454548741	0.0422184127605103
FAT1	ENSG00000083857.13	ENSG00000083857	FAT1	4.60741128776355	7.25975794097285	11.9027780388095	0.000560502883851391	0.00422672885674024
REST	ENSG00000084093.15	ENSG00000084093	REST	6.65532203562514	6.20891764707617	27.866941466735	1.29951207184968e-07	3.6230396563169e-06
SSH1	ENSG00000084112.14	ENSG00000084112	SSH1	4.22771446484133	6.19327035711124	11.2673629721316	0.000788817048614839	0.0055535907362075
APLP2	ENSG00000084234.16	ENSG00000084234	APLP2	3.41069761111242	7.63649119164348	6.94177538833778	0.00842054948801534	0.0361018110299006
WBP11	ENSG00000084463.7	ENSG00000084463	WBP11	6.41864609706611	5.90577173238054	22.0043187322891	2.72037655976604e-06	4.87967545408033e-05
RAB10	ENSG00000084733.10	ENSG00000084733	RAB10	6.22588262147473	5.77526523072188	20.366936337837	6.39247939224451e-06	0.000102933686319343
ATRX	ENSG00000085224.21	ENSG00000085224	ATRX	4.36561893438593	7.90976577810234	12.5519070380252	0.000395802167145581	0.00317618219326199
WDFY1	ENSG00000085449.14	ENSG00000085449	WDFY1	6.00577159862916	5.47680749757917	16.9834549825496	3.77069731149396e-05	0.000456507002054071
EPS15	ENSG00000085832.16	ENSG00000085832	EPS15	3.68535716663694	7.13390897981017	9.05717096390022	0.0026166652743379	0.0147762845758039
RAD54L	ENSG00000085999.11	ENSG00000085999	RAD54L	-6.3320631468872	10.2174455818976	8.51498864541244	0.00352233121829832	0.0186197277758623
MAST2	ENSG00000086015.20	ENSG00000086015	MAST2	4.78005576099449	6.05263820788216	14.9620355603424	0.000109696105083572	0.00109673626373514
B4GALT1	ENSG00000086062.12	ENSG00000086062	B4GALT1	9.59727534241547	7.24241658576303	37.4159298946221	9.54394087416566e-10	9.90742287767112e-08
EIF2AK1	ENSG00000086232.12	ENSG00000086232	EIF2AK1	3.29601025696786	6.60453032229021	8.53874868629654	0.00347664557799905	0.018457621082761
NLK	ENSG00000087095.12	ENSG00000087095	NLK	5.8775933153064	5.94482136393113	22.5054388384185	2.09549446519017e-06	3.94745849253392e-05
MMP2	ENSG00000087245.12	ENSG00000087245	MMP2	8.07577147017328	5.68544858774117	31.1754615607142	2.35727076233586e-08	1.02688607584256e-06
ADD1	ENSG00000087274.16	ENSG00000087274	ADD1	5.02996077036857	6.88673959873186	20.2452976557356	6.81206932759771e-06	0.000108614660945586
KLHL42	ENSG00000087448.9	ENSG00000087448	KLHL42	4.94440010787011	5.13952462695518	11.6785486653016	0.000632248331621558	0.0046456921837072
GNAS	ENSG00000087460.23	ENSG00000087460	GNAS	4.17929237718489	8.40024654692146	11.6980679404312	0.000625650274375829	0.00460414432681699
KHSRP	ENSG00000088247.16	ENSG00000088247	KHSRP	3.39026828991337	6.32710603817646	6.74125817543655	0.00942081602232438	0.039499126916625
ATRN	ENSG00000088812.17	ENSG00000088812	ATRN	4.64592436532928	5.76983779628873	12.6107999160414	0.000383524341859807	0.00311350293499833
FKBP1A	ENSG00000088832.15	ENSG00000088832	FKBP1A	5.36538527998229	5.32340660070433	13.9169492687278	0.000191067712082996	0.00176891720541355
RPL6	ENSG00000089009.15	ENSG00000089009	RPL6	3.89434552915927	7.36339870511891	11.8352292533381	0.000581205424395552	0.00434257467936585
KIF16B	ENSG00000089177.18	ENSG00000089177	KIF16B	6.05190277604761	6.14275710093702	23.4307704756225	1.29490626324826e-06	2.63243652432844e-05
FXYD5	ENSG00000089327.14	ENSG00000089327	FXYD5	7.36491232012285	6.01288494194562	26.796865981522	2.2600356564259e-07	5.74308019151145e-06
MLF2	ENSG00000089693.10	ENSG00000089693	MLF2	7.36401190241886	5.82300657468597	28.2651404990635	1.05783957726728e-07	3.10915620330547e-06
SLC9A1	ENSG00000090020.10	ENSG00000090020	SLC9A1	-5.38215128236198	10.7874139978712	7.10276531066564	0.00769651188793415	0.0337691380406751
GLG1	ENSG00000090863.11	ENSG00000090863	GLG1	5.06282732166991	6.72180171999719	15.5673540581959	7.96174678724679e-05	0.000828259329956867
TNRC6A	ENSG00000090905.18	ENSG00000090905	TNRC6A	6.35610401504755	7.24637142220736	22.4925484007216	2.10960367260708e-06	3.95875243024998e-05
OSBPL8	ENSG00000091039.16	ENSG00000091039	OSBPL8	3.24580673391268	5.88323895286733	8.96871270023966	0.00274642033378842	0.0153667256978827
LAMB1	ENSG00000091136.13	ENSG00000091136	LAMB1	4.3983022567443	6.61545012663303	12.7385670030331	0.000358192029519669	0.00294807799628767
AC013461.1	ENSG00000091436.16	ENSG00000091436	AC013461.1	3.47462573424042	6.08002587651712	7.78420351481322	0.00527050216074612	0.025415866779761
CDV3	ENSG00000091527.15	ENSG00000091527	CDV3	4.56097099079354	6.66735793971134	14.6709460178986	0.000128004240575585	0.00124657223506643
CCDC80	ENSG00000091986.15	ENSG00000091986	CCDC80	6.73319568885943	8.18523577149181	18.9362716425108	1.3515834733677e-05	0.000186281801315283
MYH7	ENSG00000092054.12	ENSG00000092054	MYH7	-6.24148046495991	9.87814189424871	7.33896817673182	0.00674755592156125	0.0307819521630787
HNRNPC	ENSG00000092199.17	ENSG00000092199	HNRNPC	3.31967978706524	7.68937446331255	9.0767352367422	0.00258881808170006	0.0147003331595612
TRPM7	ENSG00000092439.13	ENSG00000092439	TRPM7	4.54688142726776	6.60983777568403	12.968468963301	0.000316780965145207	0.00269873799698018
EZR	ENSG00000092820.17	ENSG00000092820	EZR	7.71433895408557	6.42513809273775	31.1134198565398	2.43382914155908e-08	1.05085419306786e-06
LRRFIP2	ENSG00000093167.17	ENSG00000093167	LRRFIP2	10.5737176045252	6.48761397825589	43.517976344939	4.20082652645267e-11	2.48891640677188e-08
CBX5	ENSG00000094916.14	ENSG00000094916	CBX5	4.38270767238416	6.93838693945925	11.6365691452792	0.000646677672351176	0.00474457197503968
ARCN1	ENSG00000095139.13	ENSG00000095139	ARCN1	4.54536588055786	6.35405424749029	14.0136720527253	0.000181486203163865	0.00168983050617652
BTAF1	ENSG00000095564.13	ENSG00000095564	BTAF1	3.68626976647416	6.13035437068839	8.43086950061614	0.00368903899615161	0.0191990943310039
SORBS1	ENSG00000095637.21	ENSG00000095637	SORBS1	3.62836575092156	6.523101910914	9.15387691857822	0.0024819165876392	0.0143135591384062
WAC	ENSG00000095787.21	ENSG00000095787	WAC	3.98656943759838	7.47031094149376	11.2960701993679	0.000776713169786194	0.00550012127051791
HSP90AB1	ENSG00000096384.19	ENSG00000096384	HSP90AB1	9.16904082589058	8.53874878327875	31.2557484079848	2.26176771847902e-08	1.0116552190832e-06
DSP	ENSG00000096696.13	ENSG00000096696	DSP	4.28055131949348	8.80324292190552	10.085969192439	0.00149402560064212	0.00946100708004408
SH3GLB1	ENSG00000097033.14	ENSG00000097033	SH3GLB1	3.00146071341579	5.93761443867513	6.48851581956144	0.0108573587139398	0.0436353931054268
