gene_symbol	ensembl_id	ensembl_id_clean	gene_name	logFC	logCPM	LR	PValue	FDR
ICA1	ENSG00000003147.17	ENSG00000003147	ICA1	7.17190128094443	4.66162232529539	17.142700891492	3.4673929112966e-05	0.000841164080151289
DBNDD1	ENSG00000003249.13	ENSG00000003249	DBNDD1	7.99610535620194	3.39913337771356	16.6014172412896	4.61165473364629e-05	0.00101723252648437
ALS2	ENSG00000003393.14	ENSG00000003393	ALS2	1.98473071960367	5.12348586356283	2.70025997052938	0.100331885227664	0.175816842275631
CASP10	ENSG00000003400.14	ENSG00000003400	CASP10	0.204508732253583	5.04107345658744	0.0235873171543908	0.877939622004447	0.920834715084868
CFLAR	ENSG00000003402.19	ENSG00000003402	CFLAR	1.06370160785903	7.55822947189452	0.689367629938058	0.406379556515483	0.532292024454023
TFPI	ENSG00000003436.14	ENSG00000003436	TFPI	2.70094569902327	4.53785588368262	4.41507425248158	0.0356227283005619	0.0746465144147458
NDUFAF7	ENSG00000003509.15	ENSG00000003509	NDUFAF7	2.73956726472548	3.03371916924542	2.72215650423889	0.0989642280024566	0.17389022960489
RBM5	ENSG00000003756.16	ENSG00000003756	RBM5	3.92692926943126	6.30938436543309	9.29455873081199	0.00229835496273772	0.0107991950679504
MTMR7	ENSG00000003987.13	ENSG00000003987	MTMR7	-2.21936088841312	5.73660002671574	2.31074403235043	0.128482536576612	0.214610696324846
SLC7A2	ENSG00000003989.16	ENSG00000003989	SLC7A2	1.62109107463318	5.40240663323042	1.61300557346461	0.204069825239864	0.311918021805006
ARF5	ENSG00000004059.10	ENSG00000004059	ARF5	2.02738010954961	2.86993159573235	1.50579586924871	0.2197817218867	0.331200535000174
SARM1	ENSG00000004139.13	ENSG00000004139	SARM1	8.4817159905853	3.82162280347175	19.9528663614865	7.93748705187967e-06	0.000324034679747901
POLDIP2	ENSG00000004142.11	ENSG00000004142	POLDIP2	8.08123108804671	3.47404293547332	17.7690711206146	2.49404807794761e-05	0.000680280775292302
PLXND1	ENSG00000004399.12	ENSG00000004399	PLXND1	0.979182600853109	6.10908433752611	0.595853394030279	0.440164532085588	0.565091988516399
AK2	ENSG00000004455.16	ENSG00000004455	AK2	1.62423697188987	5.54759874384733	1.76981057837923	0.183405523191221	0.286135979939221
CD38	ENSG00000004468.12	ENSG00000004468	CD38	2.50429529294502	4.69848154172699	3.53645694223279	0.0600335699697455	0.115262681765035
FKBP4	ENSG00000004478.7	ENSG00000004478	FKBP4	2.80594912119744	5.29044144559332	4.82629050085255	0.0280288750469981	0.0610311374701015
KDM1A	ENSG00000004487.15	ENSG00000004487	KDM1A	0.857334831833469	5.37941110652854	0.477255243904146	0.489668215803021	0.612185242848061
RBM6	ENSG00000004534.14	ENSG00000004534	RBM6	8.35154781353787	6.10227029449362	26.5240213385669	2.60281404417418e-07	4.18228449785827e-05
CAMKK1	ENSG00000004660.14	ENSG00000004660	CAMKK1	0.945755847629689	3.6716859964639	0.434139186710023	0.50996487048521	0.630930206238581
RECQL	ENSG00000004700.15	ENSG00000004700	RECQL	2.43959324764307	3.78057436692076	2.89251347923746	0.088991989874654	0.159246770893467
VPS50	ENSG00000004766.15	ENSG00000004766	VPS50	2.98335992144803	4.29259740368185	4.49092629019163	0.0340752096537036	0.0719763871384802
HSPB6	ENSG00000004776.11	ENSG00000004776	HSPB6	2.66590716106996	4.38966837527232	3.85083350624856	0.0497212758880848	0.0986131928423279
ARHGAP33	ENSG00000004777.18	ENSG00000004777	ARHGAP33	-0.153957660871103	4.61344407517347	0.0140175102219757	0.905754238308949	0.939110409462386
NDUFAB1	ENSG00000004779.9	ENSG00000004779	NDUFAB1	1.85072311377705	3.16598544830106	1.5553678773092	0.212344743050227	0.322073944905088
PDK4	ENSG00000004799.7	ENSG00000004799	PDK4	4.62408678025804	5.71834049829312	10.5361614895975	0.0011706129159017	0.0072883109665101
SLC22A16	ENSG00000004809.13	ENSG00000004809	SLC22A16	4.27149333016398	1.86582244576479	4.16046789088296	0.0413779722661938	0.0848269210485564
ZMYND10	ENSG00000004838.13	ENSG00000004838	ZMYND10	4.43988875417368	2.72576236054487	5.86254694423294	0.0154663978168779	0.0375306071058655
ABCB5	ENSG00000004846.16	ENSG00000004846	ABCB5	0.100037389551225	4.21458429320536	0.0053873015006225	0.941489218825136	0.962793792831617
ARX	ENSG00000004848.7	ENSG00000004848	ARX	7.23413461776131	2.77790370485998	11.736249846059	0.000612944075586644	0.00502963222359104
SLC25A13	ENSG00000004864.13	ENSG00000004864	SLC25A13	2.32078115446489	3.59625801140339	2.67016810788461	0.10224522330343	0.178464654713476
ST7	ENSG00000004866.19	ENSG00000004866	ST7	0.423178059333113	4.48620974039032	0.106243052375572	0.744462591465172	0.824547443606055
CDC27	ENSG00000004897.11	ENSG00000004897	CDC27	-7.06271290508542	12.7718421466068	8.29560423715983	0.0039741155178708	0.015066086595686
SLC4A1	ENSG00000004939.13	ENSG00000004939	SLC4A1	-0.998620829215513	4.25682235693962	0.500392013657496	0.479327925424252	0.602611446894069
CALCR	ENSG00000004948.13	ENSG00000004948	CALCR	0.817350417015439	2.82503162335175	0.233302713221253	0.62908565677943	0.73479602961493
HCCS	ENSG00000004961.14	ENSG00000004961	HCCS	7.04758205933257	2.63790835379475	11.9672168187102	0.000541447540638151	0.00471797085037029
DVL2	ENSG00000004975.11	ENSG00000004975	DVL2	8.09767564220594	3.48735930422783	16.8720969025338	3.99850864208666e-05	0.000920483746985626
UPF1	ENSG00000005007.12	ENSG00000005007	UPF1	3.66989968033889	4.25346362089158	6.93279443028528	0.00846293585396012	0.0244706824231967
SKAP2	ENSG00000005020.12	ENSG00000005020	SKAP2	5.84677721044841	3.91101189155203	13.2834384070379	0.000267760965286151	0.00308883722982934
SLC25A5	ENSG00000005022.5	ENSG00000005022	SLC25A5	8.65380448431059	3.9740926938362	21.0771422508437	4.41159279873913e-06	0.00022418579670605
CCDC109B	ENSG00000005059.15	ENSG00000005059	CCDC109B	3.15295408628537	3.10119534019194	3.84885664329403	0.0497799142455545	0.0987214978164206
POLR2J	ENSG00000005075.15	ENSG00000005075	POLR2J	6.0414148179855	1.93182587360025	8.53584608367948	0.0034821942227436	0.0138845621507214
DHX33	ENSG00000005100.12	ENSG00000005100	DHX33	8.00443906237189	3.40818928300579	16.8497768746927	4.04580857949367e-05	0.000927016233359382
MEOX1	ENSG00000005102.12	ENSG00000005102	MEOX1	6.83299146214797	2.4723928790848	10.3659197960292	0.00128362929328491	0.00773081286199179
THSD7A	ENSG00000005108.15	ENSG00000005108	THSD7A	3.49418067968005	4.48236846050844	7.31066548361245	0.00685465370797983	0.0213230744124026
LIG3	ENSG00000005156.11	ENSG00000005156	LIG3	6.34593246039209	4.42528240990088	14.844718726632	0.000116734478161997	0.00185352666158514
RPAP3	ENSG00000005175.9	ENSG00000005175	RPAP3	3.63650878613648	4.60555508196009	6.68027579456507	0.00974855401166904	0.0269277708778068
ACSM3	ENSG00000005187.11	ENSG00000005187	ACSM3	1.56331757595255	4.22785062024486	1.25345246568832	0.262894098077642	0.380912631666002
AC004381.6	ENSG00000005189.19	ENSG00000005189	AC004381.6	-3.91453187018508	6.8539919886351	4.97119288872928	0.0257728665423544	0.0567953749967098
CIAPIN1	ENSG00000005194.14	ENSG00000005194	CIAPIN1	7.11897280203894	2.69085497299148	12.2109630613511	0.000475095026881264	0.00434419227939247
SPPL2B	ENSG00000005206.16	ENSG00000005206	SPPL2B	2.22669923984749	3.49864267405806	2.42798740784784	0.119185832231675	0.202058262367293
FAM214B	ENSG00000005238.19	ENSG00000005238	FAM214B	0.277782144126769	4.75119863555298	0.0466337182386667	0.829027957085166	0.886037646428312
COPZ2	ENSG00000005243.9	ENSG00000005243	COPZ2	-2.08357867793298	5.16240086653063	1.84328550682397	0.174566353475802	0.274654950028025
PRKAR2B	ENSG00000005249.12	ENSG00000005249	PRKAR2B	1.54913535254025	3.84831768052304	1.23975445516388	0.265518381546675	0.383920143896356
MSL3	ENSG00000005302.17	ENSG00000005302	MSL3	0.471640692721783	4.97415564599649	0.151777385209893	0.696842579143825	0.788916024108926
CREBBP	ENSG00000005339.14	ENSG00000005339	CREBBP	3.7019683635654	7.33736993774843	7.37673166927152	0.0066073137885293	0.0207779617327303
TSPOAP1	ENSG00000005379.15	ENSG00000005379	TSPOAP1	1.98942875797648	4.77598568596462	2.53865001197769	0.111089731703344	0.190976409906071
MPO	ENSG00000005381.7	ENSG00000005381	MPO	-2.48079550542568	4.98412649943911	2.43895212472849	0.118355265500174	0.201011917429016
PON1	ENSG00000005421.8	ENSG00000005421	PON1	1.0004470427363	2.59746218503772	0.350696169283815	0.553719309860788	0.670165074401133
GCFC2	ENSG00000005436.13	ENSG00000005436	GCFC2	3.31880343448253	4.45737332093165	6.36587248949927	0.0116335879063431	0.030463235212526
WDR54	ENSG00000005448.16	ENSG00000005448	WDR54	7.40865578298428	2.91589378689847	12.5047060522383	0.000405928206934611	0.00397235537381397
CROT	ENSG00000005469.11	ENSG00000005469	CROT	7.06546518595988	2.65099666939144	11.4265983344371	0.000724001160275846	0.00551077825351043
ABCB4	ENSG00000005471.15	ENSG00000005471	ABCB4	1.61282941654265	3.99899616691268	1.16987870964362	0.279426163810001	0.399408523363805
KMT2E	ENSG00000005483.20	ENSG00000005483	KMT2E	3.95244733610525	7.6905401699798	8.78483977245372	0.00303744243498027	0.0127636155433877
RHBDD2	ENSG00000005486.16	ENSG00000005486	RHBDD2	8.11941961776168	3.50658462053347	17.075845789425	3.59162109332604e-05	0.000854938455392887
SOX8	ENSG00000005513.9	ENSG00000005513	SOX8	0.634680118684765	3.60581026902861	0.157201282977685	0.691746408469241	0.784681912149567
IBTK	ENSG00000005700.14	ENSG00000005700	IBTK	5.94747645697158	1.87288354538016	8.23284245033899	0.0041139048273563	0.0154359658151448
ZNF195	ENSG00000005801.16	ENSG00000005801	ZNF195	0.779321011203166	4.83410507689335	0.370010035418797	0.542998798026841	0.660978658128886
MYCBP2	ENSG00000005810.17	ENSG00000005810	MYCBP2	2.38321937915734	6.30224547463311	4.2137004601599	0.040098770625344	0.0826193882652402
FBXL3	ENSG00000005812.10	ENSG00000005812	FBXL3	1.49648190808603	5.84162176280466	1.36908683662526	0.241968839764477	0.357444349628557
ITGAL	ENSG00000005844.17	ENSG00000005844	ITGAL	1.77341432362461	6.03289217177299	1.9483321879089	0.162766686776673	0.259709935893937
PDK2	ENSG00000005882.11	ENSG00000005882	PDK2	8.17566270819938	3.55368313420116	17.3019836020852	3.18853835032878e-05	0.000796838135801295
ITGA3	ENSG00000005884.17	ENSG00000005884	ITGA3	1.18569817315216	5.11097604218711	0.93543836999708	0.333453743859257	0.457980038246532
ZFX	ENSG00000005889.15	ENSG00000005889	ZFX	1.24854609325368	5.73623071876727	1.21159630952024	0.271016207167244	0.390417630909515
LAMP2	ENSG00000005893.15	ENSG00000005893	LAMP2	2.29554377106076	5.51126932366935	3.39569740425666	0.0653667154025777	0.123541074619656
ITGA2B	ENSG00000005961.17	ENSG00000005961	ITGA2B	-4.03393153139372	6.02919998168195	5.19355499527455	0.0226707956349347	0.050968193509141
ASB4	ENSG00000005981.12	ENSG00000005981	ASB4	6.56533994464592	2.2808002895116	8.83046772479141	0.00296242449416362	0.012580032170604
GDE1	ENSG00000006007.11	ENSG00000006007	GDE1	8.90702127847831	4.20201189364545	22.2765949111735	2.36066451887996e-06	0.000155692889558842
C19orf60	ENSG00000006015.17	ENSG00000006015	C19orf60	1.2162217347722	3.41915187094125	0.721529648822262	0.39564261456082	0.521469658766809
CRLF1	ENSG00000006016.10	ENSG00000006016	CRLF1	0.207363514513896	2.64092088277159	0.0144571627221808	0.904294662331094	0.938153047824558
OSBPL7	ENSG00000006025.11	ENSG00000006025	OSBPL7	-0.234717581493117	4.06987041847803	0.0306616598817797	0.860997356470115	0.908746035652131
TMEM98	ENSG00000006042.11	ENSG00000006042	TMEM98	7.7158143708833	3.16727081607869	13.6658003762702	0.000218395831295496	0.00271129624518595
YBX2	ENSG00000006047.12	ENSG00000006047	YBX2	0.459545902387196	4.16167574135035	0.108800853077355	0.741513499187942	0.8223826180469
MAP3K14	ENSG00000006062.13	ENSG00000006062	MAP3K14	7.67915858558268	3.13672373644297	15.2703832297895	9.31658826179365e-05	0.00161317034151111
ABCC8	ENSG00000006071.12	ENSG00000006071	ABCC8	7.80777070283862	3.24172371726121	14.9112538572266	0.000112688734909689	0.00181353342501835
CACNG3	ENSG00000006116.3	ENSG00000006116	CACNG3	6.01081612060727	1.91044628167954	8.44951298538874	0.00365141206625516	0.0142894531316271
TMEM132A	ENSG00000006118.14	ENSG00000006118	TMEM132A	0.068380249131728	4.83103638634119	0.0026693784182612	0.958794807037586	0.97434842150681
AP2B1	ENSG00000006125.16	ENSG00000006125	AP2B1	-0.885540425923157	7.65945888202239	0.384189440008342	0.53536960325382	0.653999454495988
TAC1	ENSG00000006128.11	ENSG00000006128	TAC1	5.87123313659606	1.82482518425041	7.68966472589915	0.00555379439082797	0.0185510213840093
ZNF263	ENSG00000006194.9	ENSG00000006194	ZNF263	8.36305913376555	3.71603953603315	19.9684538941836	7.87304061120848e-06	0.000322478690185519
CX3CL1	ENSG00000006210.6	ENSG00000006210	CX3CL1	9.18651511744947	4.45695752130009	24.8759362169928	6.11408772510275e-07	6.65980071232533e-05
SPATA20	ENSG00000006282.20	ENSG00000006282	SPATA20	6.60362733392767	3.75586722513369	15.1164878247761	0.000101076634308071	0.00170860668098129
CACNA1G	ENSG00000006283.17	ENSG00000006283	CACNA1G	-2.23597630869774	6.82255655024968	1.94168481270341	0.163485716496157	0.260653462205094
TNFRSF12A	ENSG00000006327.13	ENSG00000006327	TNFRSF12A	0.28875340231541	3.36065769349519	0.0413037410324328	0.838952750106446	0.893059915736953
DLX6	ENSG00000006377.10	ENSG00000006377	DLX6	7.25955941588645	2.79738546528818	11.450140597596	0.000714885904736087	0.00547200479706429
MAP3K9	ENSG00000006432.15	ENSG00000006432	MAP3K9	3.51369827416928	4.27065265938733	6.51244777556532	0.0107121952331775	0.0286890257094717
RALA	ENSG00000006451.7	ENSG00000006451	RALA	2.25052679426083	4.32392496186388	2.98214223931108	0.0841877760777915	0.152083146784381
BAIAP2L1	ENSG00000006453.13	ENSG00000006453	BAIAP2L1	1.63837591553987	3.79539219215243	1.42501747243796	0.232579313944285	0.346773661781794
KDM7A	ENSG00000006459.10	ENSG00000006459	KDM7A	0.463774197994781	5.72610863254104	0.170475103477116	0.679689912953376	0.775458788386976
ETV1	ENSG00000006468.13	ENSG00000006468	ETV1	-6.13768913123665	10.5451320172358	8.19625036094779	0.00419770544010326	0.0156449478164774
AGK	ENSG00000006530.15	ENSG00000006530	AGK	4.32644723383007	3.05232658949513	6.53407202998834	0.0105827417052873	0.0284319047196784
ALDH3B1	ENSG00000006534.15	ENSG00000006534	ALDH3B1	1.78918682946203	3.65936489275067	1.67348642728671	0.19579220629716	0.301856754658864
TTC22	ENSG00000006555.10	ENSG00000006555	TTC22	2.98930382864428	3.55945581809593	4.2557780449088	0.039117025576858	0.0808755317362674
PHTF2	ENSG00000006576.16	ENSG00000006576	PHTF2	2.71364573654628	5.26919195855916	4.5371483205113	0.0331668012650855	0.0703548653491819
FARP2	ENSG00000006607.13	ENSG00000006607	FARP2	0.271940969987767	5.43959161209263	0.0520624353255492	0.819512572814931	0.878936025857296
USH1C	ENSG00000006611.15	ENSG00000006611	USH1C	-1.97916799400638	4.84027702824998	1.75095890544846	0.185756230000216	0.289066905821175
GGCT	ENSG00000006625.17	ENSG00000006625	GGCT	5.64004688151606	1.68575632665027	7.57419230910752	0.00592099059829532	0.019355230710616
DBF4	ENSG00000006634.7	ENSG00000006634	DBF4	1.20785332458673	4.58267177359187	0.945322772160647	0.330912709812672	0.455204757618307
TBXA2R	ENSG00000006638.11	ENSG00000006638	TBXA2R	2.22480537869989	3.02816722658749	2.22167335102366	0.136085492285969	0.225054219705119
IFRD1	ENSG00000006652.13	ENSG00000006652	IFRD1	0.692654956218746	4.43577193957186	0.278280925255974	0.597830179111948	0.708293141490184
COX10	ENSG00000006695.10	ENSG00000006695	COX10	8.28111870003561	3.64642280844836	17.970267309159	2.24382491103643e-05	0.000641309770955967
GTF2IRD1	ENSG00000006704.10	ENSG00000006704	GTF2IRD1	8.63061142930525	3.95306568271324	22.5193642223186	2.0803588035524e-06	0.000141939578089728
PAF1	ENSG00000006712.14	ENSG00000006712	PAF1	-2.26745764101756	8.22826143801936	1.90714590171653	0.167280641441961	0.265408215538242
VPS41	ENSG00000006715.15	ENSG00000006715	VPS41	2.69303472124816	4.67139025102826	4.82895100136515	0.0279856532954053	0.0609478609244827
ARHGAP44	ENSG00000006740.16	ENSG00000006740	ARHGAP44	3.82514684595476	3.77189885338197	6.70283127606616	0.00962599381597438	0.0266895495035579
ELAC2	ENSG00000006744.18	ENSG00000006744	ELAC2	5.76285334100331	4.11713954099362	13.6679207940328	0.000218149354481002	0.00271098441839557
SCIN	ENSG00000006747.14	ENSG00000006747	SCIN	-3.06803380360194	6.8793272066768	3.15111310214324	0.075875188377657	0.139536516564482
ARSD	ENSG00000006756.15	ENSG00000006756	ARSD	8.61489093740168	3.93938620305175	21.6095445333382	3.34184686749656e-06	0.000193044714857137
PNPLA4	ENSG00000006757.11	ENSG00000006757	PNPLA4	0.916177702591455	3.0241576426288	0.413890512644047	0.52000141071154	0.640560981390488
MYH13	ENSG00000006788.12	ENSG00000006788	MYH13	0.654859922228985	4.2017418259628	0.196326986450021	0.657702075831526	0.758355912320171
ADIPOR2	ENSG00000006831.9	ENSG00000006831	ADIPOR2	5.71131469289649	4.31125547842192	12.6717129382872	0.00037122927502283	0.00377454954853018
CDKL3	ENSG00000006837.11	ENSG00000006837	CDKL3	6.26677999956864	2.07548641199176	8.15979747906218	0.00428291536185264	0.015815728761227
UPP2	ENSG00000007001.12	ENSG00000007001	UPP2	-0.582510328718116	3.04059897073659	0.128213101246143	0.720291998803577	0.806761663412825
PRSS21	ENSG00000007038.10	ENSG00000007038	PRSS21	4.04413900676418	2.38460397036581	4.53971363172738	0.0331171317933609	0.0702860260069823
MARK4	ENSG00000007047.14	ENSG00000007047	MARK4	7.75693383146299	4.05338415520309	20.4248917340336	6.20178729578512e-06	0.000272722761262048
PROM1	ENSG00000007062.11	ENSG00000007062	PROM1	1.56965477428368	5.75562970259813	1.51412293413966	0.218511039519336	0.329549252015677
CCDC124	ENSG00000007080.10	ENSG00000007080	CCDC124	1.26314346595425	2.98427548592078	0.608114262848307	0.435498708204054	0.56053409968765
PAFAH1B1	ENSG00000007168.12	ENSG00000007168	PAFAH1B1	-1.47059926603801	6.58617029163694	1.16868696791263	0.279671197564423	0.39973544454356
NOS2	ENSG00000007171.16	ENSG00000007171	NOS2	7.20505467311416	2.75243798003149	10.7617341212889	0.00103620248663811	0.00679763961137036
DNAH9	ENSG00000007174.17	ENSG00000007174	DNAH9	-2.19970054005745	6.94977674614123	1.93699573054019	0.163995104593308	0.261295524094743
KIAA0100	ENSG00000007202.14	ENSG00000007202	KIAA0100	1.0471814805603	6.28079025416873	0.655156950787752	0.418274946603585	0.543975073914633
SLC13A2	ENSG00000007216.14	ENSG00000007216	SLC13A2	4.87080607379895	2.05980594370868	5.80831797780463	0.0159505432574354	0.0384388632966966
GAS7	ENSG00000007237.18	ENSG00000007237	GAS7	0.830592101727978	5.56041960026588	0.497839298718723	0.480451057173361	0.603743494480008
MATK	ENSG00000007264.14	ENSG00000007264	MATK	6.90809707221298	2.53078057725388	11.6698300998966	0.000635218110568335	0.00512991506767583
CEACAM7	ENSG00000007306.14	ENSG00000007306	CEACAM7	-0.104873737996857	1.98234968817874	0.00418204281073997	0.948437771793059	0.967093825006995
CD79B	ENSG00000007312.12	ENSG00000007312	CD79B	6.27789460634329	2.08316997841369	10.2195231483758	0.0013896177463839	0.00811411562088095
SCN4A	ENSG00000007314.11	ENSG00000007314	SCN4A	-0.320004911447048	4.76518597149587	0.0495420491371412	0.823862066673417	0.88221025885716
ST7L	ENSG00000007341.18	ENSG00000007341	ST7L	2.52913656412347	3.73919217728803	3.18883735339111	0.0741427260179763	0.13680240535475
TKTL1	ENSG00000007350.16	ENSG00000007350	TKTL1	6.07252653421888	1.95075522742095	7.72859029730399	0.00543531695198273	0.0183277331252567
PAX6	ENSG00000007372.20	ENSG00000007372	PAX6	1.57964135099104	4.79685343646481	1.55402987610238	0.212541506707186	0.322272605254787
RPUSD1	ENSG00000007376.7	ENSG00000007376	RPUSD1	6.43093425256034	2.18411298561857	9.3218353802392	0.00226439062114065	0.0106978951991175
RHBDF1	ENSG00000007384.15	ENSG00000007384	RHBDF1	7.79437881388694	3.23121630696955	15.8373894017859	6.90249989408893e-05	0.00132603790122207
LUC7L	ENSG00000007392.16	ENSG00000007392	LUC7L	3.92568106498132	5.55670269475614	9.47552816181195	0.00208230926815852	0.0101946998229612
CACNA2D2	ENSG00000007402.11	ENSG00000007402	CACNA2D2	1.31244125517431	4.66998241445124	1.00448123943098	0.316228603249885	0.440146801227565
BAIAP3	ENSG00000007516.13	ENSG00000007516	BAIAP3	0.549389411784353	3.9712051709782	0.16935050370402	0.680689681744228	0.776177668831406
PIGQ	ENSG00000007541.16	ENSG00000007541	PIGQ	6.2549226648699	3.41559895934372	11.811818730066	0.000588559109982567	0.00492077708007736
CRAMP1	ENSG00000007545.15	ENSG00000007545	CRAMP1	6.33283168048998	3.44912621654623	12.7253318741274	0.000360735835756589	0.00370787392405451
TEAD3	ENSG00000007866.18	ENSG00000007866	TEAD3	4.39809711881898	3.67930146055358	9.18186359426874	0.00244425020941597	0.0112304379346154
SELE	ENSG00000007908.15	ENSG00000007908	SELE	-7.09996690813702	9.60124398244477	8.7831381687607	0.00304027711238173	0.0127670546881203
DNAJC11	ENSG00000007923.15	ENSG00000007923	DNAJC11	0.654346745417046	4.43247896338771	0.243534443196861	0.621664927315978	0.728672093107985
FMO3	ENSG00000007933.12	ENSG00000007933	FMO3	7.6641390871951	3.12244078095367	15.0391183202167	0.000105305642639218	0.00175109057081127
MYLIP	ENSG00000007944.14	ENSG00000007944	MYLIP	5.90869903695152	4.05879853868068	13.8008701635092	0.000203242076031405	0.0025963689110151
NOX1	ENSG00000007952.17	ENSG00000007952	NOX1	1.16683271897624	3.36996133426477	0.497335258921684	0.480673332150587	0.60392228976795
PSMB1	ENSG00000008018.8	ENSG00000008018	PSMB1	8.27594657733388	3.64191490830866	17.8796073623016	2.35329303979878e-05	0.00065814323851473
SYN1	ENSG00000008056.12	ENSG00000008056	SYN1	7.17616074302358	2.7298657134289	11.1740403530022	0.000829497890221633	0.00597404331757973
JARID2	ENSG00000008083.13	ENSG00000008083	JARID2	2.39609372484369	4.55990542497329	2.91386315574763	0.0878212817174239	0.157600884635254
CDKL5	ENSG00000008086.11	ENSG00000008086	CDKL5	1.31910229399298	5.02076918713331	1.06262996892047	0.302616115621726	0.425748370823582
